iter	RMSE
124	0.1112871325
125	0.1110360214
126	0.1106608493
127	0.1103422606
128	0.1100362798
129	0.1097822355
130	0.1094032037
131	0.1090575023
132	0.1087743963
133	0.1085231769
134	0.1081682231
135	0.107910898
136	0.1075694397
137	0.1073292558
138	0.1069908425
139	0.1066979437
140	0.1065810988
141	0.1062837777
142	0.1060394061
143	0.1057488738
144	0.1054306236
145	0.105245151
146	0.105143909
147	0.1049433938
148	0.1045756885
149	0.1042874947
150	0.1041527424
151	0.1038655233
152	0.1037060116
153	0.1034095728
154	0.1032246483
155	0.1029461747
156	0.1027424393
157	0.1025533726
158	0.1022685012
159	0.1020235513
160	0.1017778407
161	0.1015943309
162	0.1015238314
163	0.1012796014
164	0.1011289771
165	0.1008627947
166	0.1007883284
167	0.1005171967
168	0.100194042
169	0.09993686485
170	0.0996658335
171	0.09949148673
172	0.09930045328
173	0.09910074044
174	0.09888431075
175	0.09880345021
176	0.09860021202
177	0.0983507159
178	0.09807750397
179	0.09801467418
180	0.09791472136
181	0.0978553901
182	0.09773538503
183	0.0975546163
184	0.09733013317
185	0.09727408512
186	0.09719798016
187	0.09713901455
188	0.0970833544
189	0.09681283125
190	0.09660745248
191	0.0963653263
192	0.0962735498
193	0.0960801711
194	0.09602712205
195	0.09576448378
196	0.09570061144
197	0.09551971707
198	0.09547100834
199	0.09529143118
200	0.09510291646
201	0.09489989314
202	0.09484600141
203	0.09466138308
204	0.09458727664
205	0.09440605185
206	0.09416790209
207	0.09412176446
208	0.09403461861
209	0.09374663876
210	0.09344912327
211	0.09340883531
212	0.0931989569
213	0.09315588566
214	0.09309391771
215	0.09304603388
216	0.09291955246
217	0.09288139573
218	0.09279798265
219	0.09276035312
220	0.09271730298
221	0.09267512855
222	0.09254459616
223	0.0924410736
224	0.09219351144
225	0.09194852525
226	0.09173745487
227	0.09149819525
228	0.09143914143
229	0.09125739424
230	0.09121093536
231	0.09107850712
232	0.0909708495
233	0.09071544294
234	0.09052540764
235	0.09046104445
236	0.09026376062
237	0.09020783245
238	0.09003148166
239	0.0898277494
240	0.08961667933
241	0.08941007863
242	0.08920057381
243	0.08915351316
244	0.08911880675
245	0.08891622488
246	0.08867383669
247	0.08847307883
248	0.08822574524
249	0.08803598061
250	0.08781313023
251	0.08758233439
252	0.08742856249
253	0.0872656136
254	0.08720304792
255	0.08692973709
256	0.08672498486
257	0.08656643305
258	0.08651716868
259	0.08631512039
260	0.08610553272
261	0.08593559589
262	0.0859000493
263	0.08563796313
264	0.08544976698
265	0.08542210266
266	0.0852595638
267	0.08507337887
268	0.08491942949
269	0.0847536468
270	0.0845331903
271	0.08435779535
272	0.08418777901
273	0.08400627877
274	0.08384838334
275	0.08366393353
276	0.08341540185
277	0.08326862225
278	0.08311347769
279	0.08293251352
280	0.0828764997
281	0.0827058237
282	0.08268026084
283	0.08249721297
284	0.08229865836
285	0.08214098607
286	0.08210056645
287	0.08207296782
288	0.08187714702
289	0.08177733196
290	0.08170520199
291	0.08150422954
292	0.08135519435
293	0.08120876499
294	0.08102948077
295	0.08080236715
296	0.08070802347
297	0.08052320496
298	0.08035516671
299	0.08019141556
300	0.08001373187
301	0.07989659011
302	0.0797407306
303	0.0795497843
304	0.07940498882
305	0.07925335282
306	0.07922401406
307	0.07912407936
308	0.07900974087
309	0.07888563061
310	0.07886738055
311	0.07872417651
312	0.078596991
313	0.07856986373
314	0.07843490822
315	0.07825520157
316	0.07822536827
317	0.07811238346
318	0.07805967238
319	0.07792166399
320	0.07780356621
321	0.07764998957
322	0.07748734755
323	0.07732337556
324	0.07727038452
325	0.07704795506
326	0.07702559113
327	0.07689543886
328	0.07671848643
329	0.07655786147
330	0.07651579325
331	0.07635614747
332	0.07619041369
333	0.07607506622
334	0.07591767965
335	0.07577211639
336	0.07559668897
337	0.07554378406
338	0.07538333214
339	0.07527166376
340	0.0751245738
341	0.074999286
342	0.07498051152
343	0.07481993554
344	0.07464872088
345	0.07450221136
346	0.07439066848
347	0.07427175704
348	0.07414126674
349	0.07394196075
350	0.07378695379
351	0.07363427303
352	0.07357656131
353	0.07345537787
354	0.07343725706
355	0.07334292963
356	0.07330447253
357	0.07313221351
358	0.07300877768
359	0.07285188679
360	0.07275868952
361	0.07265077104
362	0.07253587284
363	0.07241407105
364	0.07230589553
365	0.0722732958
366	0.07225672169
367	0.07212217789
368	0.07202116985
369	0.0718958037
370	0.07188339161
371	0.07186687852
372	0.07169660151
373	0.07155645133
374	0.07141195307
375	0.07133844666
376	0.07122325826
377	0.07107202291
378	0.07094003838
379	0.07073858699
380	0.07061704009
381	0.07048216336
382	0.07033989273
383	0.07018975069
384	0.07002404439
385	0.06987874902
386	0.069785437
387	0.0696143939
388	0.06950592999
389	0.06939401894
390	0.06929920698
391	0.06927769971
392	0.06917318979
393	0.06908446558
394	0.0689308836
395	0.06882028726
396	0.06868792633
397	0.06853178303
398	0.06845584682
399	0.06833598989
400	0.06821013657
401	0.06819490404
402	0.06809988602
403	0.0679730793
404	0.06784833347
405	0.06771258208
406	0.06759620024
407	0.0674485178
408	0.06734109081
409	0.06724958843
410	0.06715200961
411	0.06702912582
412	0.06693584792
413	0.06684880054
414	0.06682011564
415	0.06669919652
416	0.06657824248
417	0.0664545094
418	0.06636217265
419	0.06625663339
420	0.06624285162
421	0.06619078539
422	0.06607212574
423	0.06599107088
424	0.06591338797
425	0.06578827543
426	0.06570849369
427	0.06556960262
428	0.06554474811
429	0.06546090531
430	0.06534734898
431	0.06528377821
432	0.0651892718
433	0.06503187231
434	0.06494572819
435	0.06481299234
436	0.06468579168
437	0.06461684149
438	0.0645353782
439	0.06445772442
440	0.06427829747
441	0.06414216887
442	0.06398627629
443	0.06387898853
444	0.06380584478
445	0.06369259605
446	0.06363839717
447	0.06358687023
448	0.06352194245
449	0.06351084604
450	0.06347987314
451	0.06346016009
452	0.06336791673
453	0.06326939171
454	0.06317522997
455	0.06309431008
456	0.06299277188
457	0.06298085727
458	0.0628642299
459	0.0627663341
460	0.06272997148
461	0.0626435065
462	0.06253037836
463	0.06243290165
464	0.06227935055
465	0.0621789546
466	0.0620771286
467	0.06206674324
468	0.061950294
469	0.06183308798
470	0.06182220896
471	0.06173194625
472	0.06166514526
473	0.06164761429
474	0.06155240368
475	0.06146947405
476	0.06136513314
477	0.0612715261
478	0.06126194081
479	0.06114530218
480	0.06108315837
481	0.06094361679
482	0.06081843221
483	0.06073999187
484	0.06071661443
485	0.06070611452
486	0.0606179296
487	0.06051799118
488	0.06038653697
489	0.06030958619
490	0.06030072472
491	0.06017277539
492	0.06014351159
493	0.05998892103
494	0.05990118375
495	0.05979717587
496	0.05962706443
497	0.05951904673
498	0.05945417326
499	0.05936320924
500	0.0593464259
501	0.0592199765
502	0.05912932633
503	0.05900229376
504	0.05890671837
505	0.0588018139
506	0.0587666324
507	0.05874405149
508	0.05865965017
509	0.05857335067
510	0.05848370041
511	0.05844656027
512	0.05829317418
513	0.05825104614
514	0.05819059751
515	0.05818229784
516	0.05807001135
517	0.05800249396
518	0.05785378641
519	0.05776629423
520	0.0577138942
521	0.05763338022
522	0.05751169159
523	0.05744543223
524	0.05738343833
525	0.05730265616
526	0.05729508103
527	0.05715055608
528	0.05702158523
529	0.05695087625
530	0.056859313
531	0.05677234135
532	0.05671677689
533	0.0566105453
534	0.05656815435
535	0.05653451929
536	0.05646976348
537	0.05645860527
538	0.0564324896
539	0.05634704642
540	0.05625209969
541	0.05612349129
542	0.056016767
543	0.05594958793
544	0.05594299966
545	0.05583758132
546	0.05575001458
547	0.05570527375
548	0.05565083108
549	0.05564268461
550	0.05560330014
551	0.05552151818
552	0.05543392179
553	0.05536286988
554	0.05530715566
555	0.05520915213
556	0.05514685451
557	0.05503554971
558	0.05498078634
559	0.05489760643
560	0.05488981614
561	0.05484904638
562	0.05475394971
563	0.05470388717
564	0.05461783366
565	0.05453314372
566	0.05446637376
567	0.05446060686
568	0.05434571384
569	0.05422271349
570	0.05410690831
571	0.05409350904
572	0.05408783313
573	0.05401719093
574	0.05397468955
575	0.05388672523
576	0.05387340342
577	0.05386346126
578	0.05375489087
579	0.05363424346
580	0.05362549879
581	0.05353265241
582	0.05345111886
583	0.05338199984
584	0.05332898824
585	0.05322240632
586	0.05316907273
587	0.05313366734
588	0.0530315328
589	0.05300728914
590	0.05296131139
591	0.05291871101
592	0.05289421888
593	0.05282979571
594	0.05269107658
595	0.05260469172
596	0.05252442531
597	0.05242888555
598	0.05239071661
599	0.05232664976
600	0.0522104363
601	0.05214535078
602	0.05211314329
603	0.05206936002
604	0.05194315102
605	0.05184204236
606	0.05179836547
607	0.0517172866
608	0.05167609869
609	0.05167169521
610	0.05157897076
611	0.05152935881
612	0.05146949395
613	0.05134403046
614	0.05126585217
615	0.05117995363
616	0.05106229329
617	0.05102074198
618	0.0509801053
619	0.0508800911
620	0.05079698388
621	0.05073621618
622	0.05064368676
623	0.05054853114
624	0.05047431203
625	0.0504423785
626	0.05041819315
627	0.05036005553
628	0.0502811869
629	0.05018010687
630	0.05011682298
631	0.05003992354
632	0.04994095442
633	0.04984839518
634	0.04984437119
635	0.04973699059
636	0.04966412788
637	0.04957521756
638	0.04948141226
639	0.04940805271
640	0.04936839561
641	0.04935260271
642	0.04930043741
643	0.04926469275
644	0.04915889084
645	0.04912048997
646	0.04908923152
647	0.0490047991
648	0.04893680526
649	0.0489127174
650	0.04885477911
651	0.04877190847
652	0.04870830017
653	0.04864602835
654	0.04864241417
655	0.04852022535
656	0.04841655427
657	0.04832874971
658	0.04827377699
659	0.04822971295
660	0.04820416333
661	0.0481405875
662	0.048086544
663	0.04807936574
664	0.04801894441
665	0.04795864701
666	0.04786737683
667	0.04776072365
668	0.04765737256
669	0.04763951305
670	0.04760373264
671	0.04755315268
672	0.04754691495
673	0.04740546341
674	0.04730459274
675	0.04728538696
676	0.04723027646
677	0.0471623195
678	0.04712773268
679	0.04707160808
680	0.0469959714
681	0.04689785707
682	0.04684289743
683	0.0467525726
684	0.04669407065
685	0.04668443395
686	0.04661676601
687	0.0465363335
688	0.04648094684
689	0.04642079706
690	0.04634441892
691	0.04628582974
692	0.04621580768
693	0.04614167168
694	0.04612440311
695	0.04608474488
696	0.04602951036
697	0.04595399556
698	0.0458836796
699	0.04579585976
700	0.04571983187
701	0.04569862696
702	0.04565085126
703	0.04560366163
704	0.04558985384
705	0.04548312791
706	0.04539904062
707	0.04532880056
708	0.04529460679
709	0.04524570511
710	0.04524108567
711	0.04521871402
712	0.04515769286
713	0.04503659725
714	0.04498065453
715	0.04495980292
716	0.04490841081
717	0.04486259516
718	0.04482666325
719	0.04472028153
720	0.04463886028
721	0.04456365031
722	0.04449529106
723	0.04443092796
724	0.04438057556
725	0.04437443475
726	0.04430598867
727	0.04423076506
728	0.04417196978
729	0.04412115794
730	0.0440457006
731	0.04400967104
732	0.04391510747
733	0.04384871213
734	0.04383271057
735	0.04379300553
736	0.04372378875
737	0.04362222046
738	0.04356642394
739	0.04351791831
740	0.04345061385
741	0.04338969576
742	0.04333565389
743	0.04325906406
744	0.04321915649
745	0.0431701346
746	0.04304792846
747	0.042971425
748	0.04289296497
749	0.04281630155
750	0.04272535066
751	0.04268817494
752	0.04266417123
753	0.04262800284
754	0.04261777264
755	0.04256745249
756	0.04252872164
757	0.04246274729
758	0.04240394253
759	0.04239532886
760	0.04233717282
761	0.04228600472
762	0.04220166298
763	0.04213096424
764	0.04209296339
765	0.0420437085
766	0.04197761424
767	0.041913608
768	0.0418111902
769	0.04176399928
770	0.04172139496
771	0.04163841076
772	0.04159538637
773	0.04154867075
774	0.04146338942
775	0.0414277815
776	0.04134690999
777	0.04127906197
778	0.04123422667
779	0.04117406251
780	0.04108781217
781	0.04101576142
782	0.04098394807
783	0.04095705608
784	0.04089451518
785	0.0408678354
786	0.04082871765
787	0.04074571029
788	0.04068016247
789	0.04062693327
790	0.04059509264
791	0.0405502562
792	0.04046093166
793	0.04039061141
794	0.040328052
795	0.04026861478
796	0.04026361719
797	0.04020440557
798	0.04013689804
799	0.0400900841
800	0.03999031919
801	0.0399486111
802	0.0398806327
803	0.03984814116
804	0.03981118365
805	0.03974272945
806	0.03967963353
807	0.03961467491
808	0.03956559306
809	0.03954730686
810	0.0394823545
811	0.03947417194
812	0.03938008487
813	0.03930938154
814	0.03925407847
815	0.03924649438
816	0.03919997279
817	0.03911077483
818	0.03904761351
819	0.03901085567
820	0.0389391479
821	0.03886336232
822	0.03883462336
823	0.03879083925
824	0.03873949338
825	0.03870662201
826	0.03869516578
827	0.03863496344
828	0.03855835406
829	0.03850020367
830	0.03842452902
831	0.03835447781
832	0.03830513372
833	0.03825961569
834	0.03821415627
835	0.03820177107
836	0.0381269629
837	0.03804552436
838	0.03798984654
839	0.03794703575
840	0.0378895559
841	0.03785354123
842	0.03779784987
843	0.03775384734
844	0.03767604674
845	0.03760533855
846	0.03757514655
847	0.03750575406
848	0.03745723694
849	0.03740711078
850	0.03735137196
851	0.03728942508
852	0.03724782711
853	0.03722031747
854	0.03714857798
855	0.03711833139
856	0.0370462594
857	0.03700568809
858	0.03694842657
859	0.03689609032
860	0.03685376087
861	0.0367984989
862	0.03672244313
863	0.03669037307
864	0.036604098
865	0.03654482934
866	0.0364899235
867	0.03642355078
868	0.03636725484
869	0.03632812061
870	0.03630314448
871	0.03622872445
872	0.03616230899
873	0.03615648711
874	0.03613304865
875	0.03610154381
876	0.03606761804
877	0.03603501814
878	0.03602141437
879	0.03598471786
880	0.03593459946
881	0.03590807821
882	0.03583870862
883	0.0358175687
884	0.0357758037
885	0.03575088125
886	0.03573782185
887	0.0356796022
888	0.03563536581
889	0.03556725868
890	0.03550543299
891	0.03549639423
892	0.03545576785
893	0.03543353072
894	0.03538203084
895	0.03535303566
896	0.03531783479
897	0.03528252212
898	0.03523043105
899	0.03517637238
900	0.03512064349
901	0.03506875023
902	0.03502515202
903	0.03500101599
904	0.03497211568
905	0.03494936702
906	0.03492013507
907	0.03487551647
908	0.03480556194
909	0.03475221236
910	0.03474408351
911	0.03469341229
912	0.03469138536
913	0.03468228468
914	0.03465082587
915	0.0346061755
916	0.0345740482
917	0.03455784363
918	0.03446900286
919	0.03444382814
920	0.03441231583
921	0.03437876836
922	0.03431432282
923	0.03426943263
924	0.03423650302
925	0.03417734575
926	0.03411629371
927	0.03410209993
928	0.03405995581
929	0.03401321708
930	0.03396758672
931	0.03392400988
932	0.03390457503
933	0.03385584683
934	0.03378370255
935	0.03373479687
936	0.03369772306
937	0.03368003822
938	0.03361247367
939	0.03356257111
940	0.03351209679
941	0.03348441487
942	0.03343227184
943	0.03341001378
944	0.03337243449
945	0.03333736182
946	0.0333005811
947	0.03326285308
948	0.03320476515
949	0.03317572107
950	0.03315072565
951	0.0331352364
952	0.03312922227
953	0.03310656142
954	0.0330232821
955	0.03301650042
956	0.03298740314
957	0.03297184143
958	0.03296690942
959	0.03292851595
960	0.03291682373
961	0.03284888536
962	0.03281530901
963	0.03280517166
964	0.03276643508
965	0.03273766213
966	0.03268767864
967	0.03265331763
968	0.03262451037
969	0.03257893372
970	0.03251582092
971	0.03248754905
972	0.03247032325
973	0.03242404381
974	0.03235312057
975	0.03234724199
976	0.0322955005
977	0.0322787012
978	0.03225739414
979	0.03222180583
980	0.03219300518
981	0.03215461181
982	0.03212339291
983	0.03209390003
984	0.03204750421
985	0.03198424859
986	0.03192164565
987	0.03191887903
988	0.03187527291
989	0.03183777029
990	0.03182289115
991	0.03177047534
992	0.03176058685
993	0.03173690111
994	0.0316993882
995	0.03164970365
996	0.03159349952
997	0.03155244943
998	0.03152622103
999	0.03148034045
